,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
95,573,2347,2920,0.2441414571793779
96,2014,351,2365,5.737891737891738
97,250,1624,1874,0.1539408866995074
98,509,84,593,6.059523809523809
99,2953,99,3052,29.828282828282827
100,3500,313,3813,11.182108626198085
101,2325,130,2455,17.884615384615383
102,3481,335,3816,10.391044776119402
103,2066,113,2179,18.283185840707965
104,815,194,1009,4.201030927835052
106,2611,114,2725,22.903508771929825
107,2754,176,2930,15.647727272727272
108,2362,211,2573,11.19431279620853
109,2878,266,3144,10.819548872180452
110,1914,87,2001,22.0
111,2356,149,2505,15.812080536912752
112,11,1572,1583,0.0069974554707379
113,3649,138,3787,26.44202898550725
114,2735,174,2909,15.718390804597702
115,2688,399,3087,6.7368421052631575
116,1195,70,1265,17.071428571428573
117,3329,375,3704,8.877333333333333
118,3679,128,3807,28.7421875
119,2767,91,2858,30.406593406593405
120,2986,138,3124,21.63768115942029
121,3857,130,3987,29.66923076923077
122,3124,140,3264,22.31428571428572
123,2030,128,2158,15.859375
124,3221,108,3329,29.82407407407408
125,2347,175,2522,13.411428571428573
126,3208,292,3500,10.986301369863014
127,3099,136,3235,22.78676470588235
128,1185,204,1389,5.8088235294117645
129,3256,248,3504,13.129032258064516
130,3883,98,3981,39.62244897959184
131,2666,69,2735,38.63768115942029
132,1916,93,2009,20.602150537634408
133,2297,279,2576,8.232974910394265
134,2377,76,2453,31.276315789473685
135,2722,74,2796,36.78378378378378
136,3683,128,3811,28.7734375
137,1106,81,1187,13.65432098765432
138,3805,106,3911,35.89622641509434
139,3608,111,3719,32.5045045045045
140,2099,106,2205,19.80188679245283
141,3185,270,3455,11.796296296296296
142,3796,109,3905,34.825688073394495
143,3397,99,3496,34.313131313131315
144,320,64,384,5.0
145,2550,226,2776,11.283185840707963
146,1935,102,2037,18.97058823529412
147,3128,191,3319,16.376963350785342
148,2027,154,2181,13.162337662337665
149,1945,110,2055,17.681818181818183
150,2134,102,2236,20.92156862745098
151,3044,111,3155,27.423423423423426
152,3849,158,4007,24.360759493670887
153,534,3480,4014,0.1534482758620689
154,3772,89,3861,42.38202247191011
155,398,111,509,3.5855855855855854
156,3737,166,3903,22.512048192771083
157,3839,63,3902,60.93650793650794
158,2002,165,2167,12.133333333333333
159,1128,222,1350,5.081081081081081
160,1148,508,1656,2.25984251968504
161,2949,99,3048,29.78787878787879
162,3584,310,3894,11.561290322580644
163,2967,221,3188,13.425339366515836
164,3499,136,3635,25.727941176470587
165,3863,80,3943,48.2875
166,2290,214,2504,10.700934579439252
167,3599,170,3769,21.17058823529412
168,2462,253,2715,9.731225296442688
169,3493,264,3757,13.231060606060606
170,2951,213,3164,13.854460093896714
171,1630,183,1813,8.907103825136613
172,3006,320,3326,9.39375
173,1186,86,1272,13.790697674418604
174,1724,125,1849,13.792
175,188,2523,2711,0.0745144669044788
176,790,100,890,7.9
177,3830,244,4074,15.69672131147541
178,727,207,934,3.5120772946859904
179,1493,460,1953,3.245652173913044
180,2212,149,2361,14.845637583892618
181,671,81,752,8.283950617283951
182,1249,364,1613,3.431318681318681
183,3370,83,3453,40.60240963855421
184,3597,105,3702,34.25714285714286
185,2915,110,3025,26.5
186,1097,376,1473,2.917553191489361
187,3315,311,3626,10.659163987138264
189,2424,225,2649,10.773333333333332
190,2530,157,2687,16.11464968152866
191,2661,109,2770,24.412844036697248
192,3313,223,3536,14.856502242152466
193,2052,373,2425,5.501340482573727
194,3218,148,3366,21.74324324324324
195,1741,257,1998,6.77431906614786
196,1435,2568,4003,0.5588006230529595
197,3745,301,4046,12.44186046511628
198,2798,153,2951,18.287581699346404
199,1942,114,2056,17.035087719298247
201,3378,161,3539,20.981366459627328
202,2788,188,2976,14.829787234042554
203,1063,127,1190,8.37007874015748
204,2197,150,2347,14.646666666666668
205,3505,159,3664,22.044025157232703
206,3496,364,3860,9.604395604395604
207,1422,166,1588,8.566265060240964
208,742,285,1027,2.6035087719298247
209,3660,134,3794,27.31343283582089
210,1422,432,1854,3.2916666666666665
211,2610,304,2914,8.585526315789474
212,1947,147,2094,13.244897959183673
214,1547,76,1623,20.355263157894736
215,2204,243,2447,9.069958847736626
216,2783,121,2904,23.0
217,1986,121,2107,16.41322314049587
218,3337,163,3500,20.47239263803681
219,2614,198,2812,13.202020202020202
220,2081,155,2236,13.425806451612903
221,3495,159,3654,21.9811320754717
222,1963,141,2104,13.921985815602836
223,2326,54,2380,43.07407407407408
224,2771,161,2932,17.211180124223603
225,3297,191,3488,17.26178010471204
226,1645,244,1889,6.741803278688525
227,3531,163,3694,21.66257668711657
228,3622,154,3776,23.51948051948052
229,2361,277,2638,8.52346570397112
230,1,2048,2049,0.00048828125
231,2002,186,2188,10.763440860215054
232,3577,452,4029,7.913716814159292
233,3259,226,3485,14.420353982300885
234,3141,186,3327,16.887096774193548
235,3847,91,3938,42.27472527472528
236,1152,125,1277,9.216
237,3587,396,3983,9.058080808080808
238,3072,120,3192,25.6
240,3895,163,4058,23.8957055214724
241,2565,294,2859,8.724489795918368
242,3162,59,3221,53.59322033898305
243,3439,122,3561,28.188524590163933
244,2996,209,3205,14.334928229665072
245,3866,85,3951,45.48235294117647
246,2008,96,2104,20.916666666666668
247,2865,266,3131,10.770676691729324
248,3380,474,3854,7.1308016877637135
249,3888,120,4008,32.4
250,1052,467,1519,2.252676659528908
251,3953,123,4076,32.13821138211382
252,3478,190,3668,18.305263157894736
253,2422,156,2578,15.525641025641026
254,1,3098,3099,0.0003227888960619
255,3524,182,3706,19.36263736263736
256,1160,261,1421,4.444444444444445
257,3067,254,3321,12.0748031496063
258,116,2590,2706,0.0447876447876447
259,3178,111,3289,28.63063063063063
260,2590,70,2660,37.0
261,3897,190,4087,20.51052631578948
262,2001,197,2198,10.157360406091373
263,2491,187,2678,13.320855614973262
264,2026,192,2218,10.552083333333334
265,2609,139,2748,18.769784172661872
266,996,1749,2745,0.5694682675814752
267,3054,127,3181,24.04724409448819
268,3274,221,3495,14.81447963800905
269,3969,112,4081,35.4375
270,2668,211,2879,12.644549763033176
271,3270,475,3745,6.88421052631579
272,3351,162,3513,20.685185185185187
273,3592,72,3664,49.888888888888886
274,1670,215,1885,7.767441860465116
275,3474,161,3635,21.577639751552795
276,3729,200,3929,18.645
277,3207,111,3318,28.89189189189189
279,1277,303,1580,4.214521452145214
280,2421,208,2629,11.639423076923077
281,1340,109,1449,12.293577981651376
282,2603,220,2823,11.831818181818182
283,3870,80,3950,48.375
284,3376,83,3459,40.67469879518072
285,2247,107,2354,21.0
286,1805,451,2256,4.0022172949002215
287,1616,117,1733,13.811965811965813
288,2888,112,3000,25.785714285714285
289,2304,100,2404,23.04
290,3284,483,3767,6.799171842650104
292,18,2216,2234,0.0081227436823104
293,3621,130,3751,27.85384615384616
294,736,93,829,7.913978494623656
295,1800,246,2046,7.317073170731708
296,1394,164,1558,8.5
297,3951,98,4049,40.31632653061224
298,2688,285,2973,9.43157894736842
299,3373,240,3613,14.054166666666667
300,3335,276,3611,12.083333333333334
302,1881,294,2175,6.3979591836734695
303,2936,125,3061,23.488
304,1886,273,2159,6.908424908424909
305,140,1165,1305,0.1201716738197424
307,3328,161,3489,20.67080745341615
308,1943,464,2407,4.1875
309,2520,297,2817,8.484848484848484
310,3895,70,3965,55.642857142857146
311,3767,148,3915,25.4527027027027
312,2087,94,2181,22.20212765957447
313,3738,113,3851,33.07964601769911
314,1545,314,1859,4.920382165605096
315,3725,73,3798,51.02739726027397
316,1645,103,1748,15.970873786407768
317,1888,171,2059,11.04093567251462
318,3518,301,3819,11.687707641196011
319,2171,202,2373,10.747524752475249
320,2842,110,2952,25.83636363636364
321,2226,168,2394,13.25
322,2498,102,2600,24.49019607843137
323,3697,131,3828,28.221374045801525
324,2093,191,2284,10.958115183246074
325,1552,82,1634,18.92682926829268
326,802,114,916,7.035087719298246
327,2892,73,2965,39.61643835616438
328,1331,430,1761,3.0953488372093023
329,1,2830,2831,0.0003533568904593
331,2087,87,2174,23.988505747126435
332,3307,154,3461,21.47402597402597
333,3023,213,3236,14.192488262910798
334,3351,183,3534,18.311475409836067
335,3115,178,3293,17.5
336,3077,74,3151,41.58108108108108
337,3891,119,4010,32.69747899159664
338,3673,131,3804,28.0381679389313
339,3967,129,4096,30.751937984496124
340,2075,52,2127,39.90384615384615
341,2383,117,2500,20.36752136752137
342,3225,328,3553,9.832317073170731
343,1871,284,2155,6.588028169014085
344,3376,160,3536,21.1
345,2444,533,2977,4.585365853658536
346,1935,137,2072,14.124087591240876
347,3728,226,3954,16.495575221238937
348,3743,187,3930,20.016042780748663
349,3393,66,3459,51.40909090909091
350,2827,209,3036,13.526315789473683
351,2153,136,2289,15.830882352941176
352,2278,83,2361,27.44578313253012
353,2658,161,2819,16.509316770186334
354,2954,221,3175,13.366515837104073
355,3459,432,3891,8.006944444444445
356,3866,142,4008,27.225352112676056
357,1766,185,1951,9.545945945945943
358,1251,2676,3927,0.4674887892376682
359,3805,103,3908,36.94174757281554
360,2523,1558,4081,1.6193838254172015
361,1069,165,1234,6.478787878787879
362,2926,224,3150,13.0625
365,921,87,1008,10.586206896551724
366,2166,157,2323,13.796178343949045
367,3034,169,3203,17.952662721893493
368,3159,122,3281,25.89344262295082
369,1582,71,1653,22.281690140845072
370,1680,130,1810,12.923076923076923
371,2133,196,2329,10.88265306122449
372,2556,86,2642,29.72093023255814
373,3488,386,3874,9.036269430051814
374,3216,211,3427,15.24170616113744
375,3937,89,4026,44.235955056179776
376,3350,75,3425,44.66666666666666
377,3245,352,3597,9.21875
378,2598,61,2659,42.59016393442623
379,1097,2019,3116,0.5433382862803368
380,2416,79,2495,30.58227848101265
381,1105,60,1165,18.416666666666668
382,1738,125,1863,13.904
383,2355,233,2588,10.107296137339056
384,2913,175,3088,16.645714285714284
385,87,3377,3464,0.0257625111045306
386,2767,115,2882,24.06086956521739
388,2812,365,3177,7.704109589041096
389,3466,140,3606,24.757142857142856
390,3874,195,4069,19.866666666666667
391,2489,173,2662,14.38728323699422
392,2965,168,3133,17.648809523809526
393,951,1059,2010,0.8980169971671388
394,3546,125,3671,28.368
395,2798,173,2971,16.173410404624278
396,1,3716,3717,0.0002691065662002
397,3558,224,3782,15.883928571428571
398,2974,322,3296,9.236024844720497
400,1637,129,1766,12.689922480620154
401,3048,150,3198,20.32
402,1839,198,2037,9.287878787878787
403,1840,158,1998,11.645569620253164
404,2793,161,2954,17.347826086956523
405,3112,206,3318,15.106796116504857
406,3206,370,3576,8.664864864864866
407,3192,280,3472,11.4
408,3467,566,4033,6.125441696113074
409,1380,324,1704,4.25925925925926
410,1497,67,1564,22.34328358208955
411,2768,208,2976,13.307692307692308
412,2483,162,2645,15.32716049382716
413,3207,103,3310,31.135922330097088
414,2810,214,3024,13.130841121495328
415,3181,175,3356,18.17714285714285
416,3719,82,3801,45.35365853658536
417,3421,218,3639,15.692660550458717
418,3517,192,3709,18.31770833333333
419,3591,151,3742,23.781456953642383
420,3443,107,3550,32.177570093457945
421,1957,91,2048,21.505494505494507
422,3848,172,4020,22.37209302325581
423,1493,2502,3995,0.596722621902478
424,1037,194,1231,5.345360824742268
425,911,92,1003,9.902173913043478
426,2665,429,3094,6.212121212121212
427,3399,128,3527,26.5546875
428,2970,288,3258,10.3125
429,924,138,1062,6.695652173913044
430,2979,360,3339,8.275
431,1291,165,1456,7.824242424242424
432,2695,129,2824,20.89147286821705
433,3673,119,3792,30.865546218487395
434,2814,213,3027,13.211267605633802
435,2172,66,2238,32.90909090909091
436,2874,208,3082,13.817307692307692
437,2144,72,2216,29.77777777777778
438,3453,171,3624,20.19298245614035
439,2632,113,2745,23.292035398230087
440,21,1992,2013,0.0105421686746987
441,3593,183,3776,19.633879781420767
442,3720,189,3909,19.682539682539684
443,1894,271,2165,6.988929889298893
444,2359,133,2492,17.736842105263158
445,3150,141,3291,22.34042553191489
446,2642,241,2883,10.962655601659751
447,3347,99,3446,33.80808080808081
448,3355,172,3527,19.50581395348837
449,2296,95,2391,24.16842105263158
450,3803,74,3877,51.391891891891895
451,2955,169,3124,17.485207100591715
452,48,2991,3039,0.0160481444332999
453,3510,254,3764,13.818897637795276
454,2805,362,3167,7.748618784530387
455,1811,123,1934,14.723577235772357
456,3448,90,3538,38.31111111111111
457,2647,71,2718,37.28169014084507
458,2424,196,2620,12.36734693877551
459,3020,163,3183,18.52760736196319
460,1678,115,1793,14.591304347826089
461,3241,145,3386,22.35172413793104
462,2442,134,2576,18.22388059701493
463,3516,121,3637,29.05785123966942
464,1618,91,1709,17.78021978021978
465,2794,149,2943,18.751677852349
466,1616,76,1692,21.26315789473684
467,2095,98,2193,21.377551020408163
468,2582,123,2705,20.991869918699187
469,2583,342,2925,7.552631578947368
470,2511,118,2629,21.279661016949152
471,2973,64,3037,46.453125
472,2335,163,2498,14.325153374233128
473,948,114,1062,8.31578947368421
474,2453,91,2544,26.95604395604396
475,1239,194,1433,6.38659793814433
476,694,74,768,9.37837837837838
477,1678,286,1964,5.867132867132868
478,1566,173,1739,9.052023121387284
479,436,1835,2271,0.2376021798365122
480,1920,144,2064,13.333333333333334
481,751,2942,3693,0.2552685248130523
483,3513,320,3833,10.978125
484,3480,180,3660,19.33333333333333
485,2804,226,3030,12.4070796460177
486,2458,184,2642,13.358695652173912
487,919,1656,2575,0.5549516908212561
488,3370,113,3483,29.82300884955752
489,3498,104,3602,33.63461538461539
490,3664,202,3866,18.138613861386137
491,3010,290,3300,10.379310344827584
492,3013,274,3287,10.996350364963504
493,3753,213,3966,17.619718309859156
494,3747,264,4011,14.193181818181818
495,1720,150,1870,11.466666666666669
496,2380,255,2635,9.333333333333334
497,1420,181,1601,7.845303867403315
498,3567,164,3731,21.75
499,2625,240,2865,10.9375
500,2809,265,3074,10.6
501,3368,513,3881,6.565302144249513
502,3498,127,3625,27.54330708661417
503,3822,121,3943,31.58677685950413
504,3195,193,3388,16.55440414507772
505,3286,180,3466,18.25555555555556
506,3384,166,3550,20.3855421686747
507,2581,128,2709,20.1640625
508,3489,320,3809,10.903125
509,2009,164,2173,12.25
510,1053,244,1297,4.315573770491803
511,2897,249,3146,11.634538152610444
512,3399,209,3608,16.263157894736842
513,2436,163,2599,14.94478527607362
515,1407,61,1468,23.0655737704918
516,3793,150,3943,25.286666666666665
517,2674,199,2873,13.43718592964824
518,2079,175,2254,11.88
519,3552,183,3735,19.40983606557377
520,2127,113,2240,18.82300884955752
521,269,78,347,3.448717948717949
522,1141,226,1367,5.048672566371682
523,1540,308,1848,5.0
524,1753,84,1837,20.86904761904762
525,2268,413,2681,5.491525423728813
526,3398,115,3513,29.547826086956523
527,3178,147,3325,21.61904761904762
528,1916,299,2215,6.408026755852843
529,2508,147,2655,17.06122448979592
530,3958,82,4040,48.26829268292683
531,2002,184,2186,10.880434782608695
532,1486,102,1588,14.568627450980392
533,3329,288,3617,11.55902777777778
534,1441,570,2011,2.5280701754385966
535,2008,189,2197,10.624338624338623
536,17,1861,1878,0.0091348737238044
537,1,2226,2227,0.0004492362982929
538,3265,167,3432,19.550898203592816
539,3050,115,3165,26.52173913043478
540,2262,484,2746,4.6735537190082646
541,149,2883,3032,0.0516822754075615
542,2424,176,2600,13.772727272727272
543,3945,133,4078,29.661654135338345
544,3457,151,3608,22.894039735099337
545,2306,113,2419,20.4070796460177
546,2762,96,2858,28.77083333333333
547,2978,195,3173,15.271794871794873
549,3303,220,3523,15.013636363636364
550,987,152,1139,6.493421052631579
551,3768,151,3919,24.95364238410596
552,3804,181,3985,21.01657458563536
553,3549,72,3621,49.29166666666666
554,1996,122,2118,16.360655737704917
555,2999,151,3150,19.86092715231788
556,3715,129,3844,28.7984496124031
557,3052,103,3155,29.631067961165048
558,3906,133,4039,29.36842105263158
559,1019,50,1069,20.38
560,1202,118,1320,10.186440677966102
561,2148,146,2294,14.712328767123289
562,2817,51,2868,55.23529411764706
563,1623,241,1864,6.734439834024896
564,2839,277,3116,10.249097472924188
565,51,3379,3430,0.0150932228469961
566,2656,70,2726,37.94285714285714
567,675,3274,3949,0.2061698228466707
568,3180,162,3342,19.62962962962963
569,1294,244,1538,5.30327868852459
570,3017,166,3183,18.174698795180724
571,2764,381,3145,7.254593175853018
572,3718,266,3984,13.977443609022556
573,3833,143,3976,26.804195804195803
574,2512,78,2590,32.205128205128204
575,3740,304,4044,12.302631578947368
576,3305,303,3608,10.907590759075909
577,2959,142,3101,20.838028169014084
578,2920,123,3043,23.739837398373982
579,2826,181,3007,15.613259668508288
580,3745,180,3925,20.80555555555556
581,1205,1818,3023,0.6628162816281629
582,2719,228,2947,11.925438596491228
583,2575,94,2669,27.3936170212766
584,2789,249,3038,11.200803212851406
585,3087,172,3259,17.947674418604652
586,3609,340,3949,10.614705882352942
588,3873,146,4019,26.52739726027397
589,3437,249,3686,13.803212851405622
590,3363,189,3552,17.793650793650794
591,3817,150,3967,25.446666666666665
592,927,3110,4037,0.2980707395498392
593,3422,71,3493,48.19718309859155
594,252,3156,3408,0.0798479087452471
595,663,1716,2379,0.3863636363636363
596,2950,149,3099,19.798657718120804
597,2534,107,2641,23.682242990654206
598,2487,177,2664,14.05084745762712
599,3486,53,3539,65.77358490566037
601,1872,742,2614,2.522911051212938
602,1330,125,1455,10.64
603,663,112,775,5.919642857142857
604,3798,110,3908,34.527272727272724
605,2750,203,2953,13.54679802955665
606,3254,215,3469,15.134883720930231
607,1011,119,1130,8.495798319327731
608,1359,295,1654,4.606779661016949
609,3070,113,3183,27.16814159292036
610,1755,487,2242,3.603696098562629
611,3340,301,3641,11.096345514950166
612,2983,365,3348,8.172602739726027
613,3618,284,3902,12.73943661971831
614,3575,124,3699,28.830645161290324
615,2417,145,2562,16.66896551724138
616,3118,161,3279,19.366459627329192
617,3714,225,3939,16.506666666666668
618,1452,183,1635,7.934426229508197
619,3788,136,3924,27.852941176470587
620,1636,272,1908,6.014705882352941
621,3019,92,3111,32.81521739130435
622,1748,148,1896,11.81081081081081
623,3203,57,3260,56.19298245614035
624,1461,200,1661,7.305
625,3411,219,3630,15.575342465753424
626,3428,199,3627,17.22613065326633
627,3808,281,4089,13.551601423487543
628,2736,82,2818,33.36585365853659
629,1583,78,1661,20.2948717948718
630,1966,441,2407,4.458049886621315
631,2800,257,3057,10.894941634241246
632,3666,182,3848,20.142857142857142
633,3621,159,3780,22.77358490566038
634,2570,168,2738,15.297619047619047
635,281,505,786,0.5564356435643565
636,906,323,1229,2.804953560371517
637,1844,139,1983,13.266187050359711
638,3189,183,3372,17.42622950819672
639,1858,105,1963,17.695238095238096
640,3565,301,3866,11.843853820598008
641,3604,287,3891,12.557491289198609
642,892,739,1631,1.2070365358592692
643,2469,88,2557,28.056818181818183
644,2067,176,2243,11.744318181818182
645,2496,135,2631,18.488888888888887
646,2170,157,2327,13.821656050955411
647,729,108,837,6.75
648,1371,181,1552,7.574585635359116
649,1547,250,1797,6.188
650,3667,334,4001,10.979041916167663
651,2205,684,2889,3.223684210526316
652,1339,265,1604,5.052830188679246
653,1912,89,2001,21.48314606741573
654,3650,170,3820,21.47058823529412
655,3772,307,4079,12.286644951140063
656,3468,378,3846,9.174603174603174
657,1938,1541,3479,1.2576249188838418
658,259,3333,3592,0.0777077707770777
659,3975,64,4039,62.109375
660,2552,170,2722,15.011764705882351
661,2869,194,3063,14.788659793814434
662,2423,227,2650,10.674008810572689
663,1578,190,1768,8.305263157894737
664,3583,90,3673,39.81111111111111
665,2277,397,2674,5.73551637279597
666,3271,357,3628,9.162464985994395
667,3506,184,3690,19.05434782608696
668,1422,262,1684,5.427480916030534
669,3622,161,3783,22.496894409937887
670,2442,368,2810,6.635869565217392
671,870,218,1088,3.9908256880733934
672,3325,176,3501,18.892045454545453
673,1269,125,1394,10.152
674,3294,104,3398,31.673076923076923
675,1708,235,1943,7.268085106382979
676,1714,119,1833,14.403361344537815
677,2985,83,3068,35.963855421686745
678,2112,116,2228,18.20689655172414
679,3649,326,3975,11.193251533742332
680,2091,213,2304,9.816901408450704
681,959,525,1484,1.8266666666666669
682,2177,171,2348,12.730994152046785
683,3908,85,3993,45.976470588235294
684,1538,69,1607,22.28985507246377
685,2140,187,2327,11.44385026737968
686,2204,163,2367,13.521472392638035
687,1823,141,1964,12.929078014184396
688,2450,287,2737,8.536585365853659
689,2868,184,3052,15.58695652173913
690,3769,93,3862,40.5268817204301
691,2814,255,3069,11.03529411764706
692,1958,95,2053,20.610526315789475
693,2054,255,2309,8.054901960784314
694,2613,131,2744,19.946564885496183
695,2024,138,2162,14.666666666666666
696,2648,216,2864,12.25925925925926
697,3168,312,3480,10.153846153846152
698,2835,256,3091,11.07421875
699,3095,83,3178,37.28915662650602
701,2523,231,2754,10.92207792207792
702,3306,68,3374,48.61764705882353
703,2722,125,2847,21.776
705,1875,89,1964,21.06741573033708
706,2433,149,2582,16.328859060402685
707,3809,199,4008,19.14070351758794
708,3176,179,3355,17.743016759776538
709,3247,159,3406,20.42138364779874
710,1609,300,1909,5.363333333333333
711,3590,85,3675,42.23529411764706
712,3326,149,3475,22.32214765100672
713,3258,316,3574,10.310126582278482
714,1726,115,1841,15.008695652173913
715,3449,147,3596,23.462585034013607
716,2979,227,3206,13.123348017621144
717,2979,134,3113,22.23134328358209
718,3122,77,3199,40.54545454545455
719,3526,117,3643,30.136752136752136
720,3272,130,3402,25.16923076923077
722,3240,152,3392,21.31578947368421
723,2391,97,2488,24.649484536082475
724,3591,57,3648,63.0
725,2740,182,2922,15.054945054945057
726,2057,210,2267,9.795238095238096
727,3156,147,3303,21.46938775510204
728,2509,56,2565,44.80357142857143
729,2191,119,2310,18.41176470588235
730,1826,421,2247,4.33729216152019
731,3847,181,4028,21.25414364640884
732,1482,266,1748,5.571428571428571
734,2384,266,2650,8.962406015037594
735,3482,111,3593,31.36936936936937
736,2180,103,2283,21.16504854368932
737,931,179,1110,5.201117318435754
738,1,1154,1155,0.0008665511265164
739,2308,872,3180,2.646788990825688
740,730,2887,3617,0.2528576376861794
741,2769,162,2931,17.09259259259259
743,3956,58,4014,68.20689655172414
744,2319,98,2417,23.663265306122447
745,3158,107,3265,29.514018691588785
746,3014,104,3118,28.98076923076923
747,3369,505,3874,6.671287128712871
749,2440,73,2513,33.42465753424658
750,2677,65,2742,41.18461538461538
751,2434,490,2924,4.96734693877551
752,2896,560,3456,5.171428571428572
753,3761,187,3948,20.112299465240643
754,3639,93,3732,39.12903225806452
755,2507,151,2658,16.602649006622517
756,3283,192,3475,17.098958333333332
757,2996,218,3214,13.743119266055048
758,2124,790,2914,2.688607594936709
759,854,145,999,5.889655172413793
760,2131,99,2230,21.52525252525253
761,2798,240,3038,11.658333333333331
762,2642,217,2859,12.175115207373272
763,3837,163,4000,23.539877300613497
764,3206,101,3307,31.742574257425744
765,3591,84,3675,42.75
766,1820,124,1944,14.67741935483871
767,2865,89,2954,32.19101123595506
768,2968,238,3206,12.470588235294118
769,3177,169,3346,18.798816568047336
770,546,92,638,5.934782608695652
771,3066,231,3297,13.272727272727272
772,3937,76,4013,51.80263157894737
773,2306,225,2531,10.248888888888889
774,3173,287,3460,11.05574912891986
775,1930,153,2083,12.61437908496732
776,968,195,1163,4.964102564102564
777,1574,78,1652,20.17948717948718
778,1726,361,2087,4.781163434903047
779,3436,357,3793,9.624649859943975
780,2929,246,3175,11.90650406504065
781,3490,220,3710,15.863636363636363
782,3774,213,3987,17.718309859154928
783,341,3154,3495,0.1081166772352568
784,3584,112,3696,32.0
785,3519,164,3683,21.45731707317073
786,2546,97,2643,26.24742268041237
787,1285,197,1482,6.522842639593908
788,2667,103,2770,25.893203883495147
789,2221,1310,3531,1.6954198473282442
790,2427,237,2664,10.240506329113924
791,3033,270,3303,11.233333333333333
792,3670,114,3784,32.19298245614035
793,3495,219,3714,15.95890410958904
794,3418,512,3930,6.67578125
795,1594,342,1936,4.6608187134502925
796,619,3000,3619,0.2063333333333333
797,2234,170,2404,13.141176470588237
798,2477,228,2705,10.864035087719298
799,2268,124,2392,18.29032258064516
800,1584,106,1690,14.943396226415096
801,3666,253,3919,14.4901185770751
802,3109,167,3276,18.61676646706587
803,3719,62,3781,59.983870967741936
804,3050,133,3183,22.93233082706767
805,2614,208,2822,12.567307692307692
806,3517,229,3746,15.358078602620088
807,2487,293,2780,8.488054607508532
808,2681,295,2976,9.08813559322034
809,3696,199,3895,18.57286432160804
810,3245,774,4019,4.19250645994832
811,1069,278,1347,3.8453237410071934
812,2153,350,2503,6.151428571428571
